,sentiments
8358,positive
16722,neutral
16499,positive
6806,neutral
3913,neutral
8813,positive
9276,negative
1674,positive
10604,neutral
17015,positive
8003,negative
13760,positive
6565,positive
12391,neutral
14478,positive
10192,positive
9473,neutral
10915,neutral
13810,positive
6232,neutral
738,neutral
7009,neutral
16221,positive
12439,neutral
16000,positive
43,neutral
3621,positive
17330,positive
17067,positive
14934,neutral
10758,positive
15180,neutral
5524,negative
10112,neutral
14751,positive
12735,positive
13194,neutral
16684,positive
6677,neutral
9002,negative
14159,positive
10239,positive
7113,positive
16888,positive
17282,positive
10687,positive
12012,positive
7707,positive
6965,positive
2667,negative
16081,positive
16226,positive
9762,negative
14654,positive
14303,positive
5795,negative
16879,neutral
16029,positive
15878,positive
6450,positive
16420,positive
3063,neutral
6166,positive
4477,positive
12663,positive
3552,neutral
9163,positive
14888,positive
6827,neutral
14568,neutral
7296,positive
2632,neutral
958,positive
13913,neutral
10660,neutral
14516,positive
12386,positive
3029,neutral
13012,neutral
9068,negative
482,neutral
15361,neutral
8209,positive
9179,neutral
1585,neutral
8369,positive
6278,neutral
12372,positive
4253,neutral
10088,positive
9502,positive
16688,neutral
401,positive
16050,neutral
5066,positive
10800,positive
16381,positive
10177,positive
5084,neutral
15601,negative
8857,positive
6870,neutral
3505,positive
11782,positive
9126,neutral
1782,positive
15475,positive
2264,negative
5451,neutral
1928,neutral
6238,neutral
7906,neutral
4627,neutral
13533,positive
1274,negative
5510,neutral
6845,positive
80,neutral
12923,positive
14436,positive
5493,negative
3499,positive
13174,neutral
9560,positive
17118,positive
9280,neutral
10037,neutral
5656,positive
12874,positive
14379,positive
1824,neutral
13390,positive
3934,neutral
10790,positive
10644,neutral
12081,positive
13446,neutral
526,positive
11429,neutral
6440,neutral
13521,neutral
11316,positive
11342,neutral
4275,positive
11049,positive
6872,neutral
13562,positive
12754,positive
12746,positive
15191,neutral
4573,neutral
11183,neutral
5062,neutral
17018,neutral
580,positive
6065,positive
1415,positive
16178,positive
162,neutral
14444,neutral
4962,neutral
350,neutral
14260,positive
12765,positive
4229,positive
4483,neutral
9039,negative
11995,positive
935,positive
9313,negative
10279,positive
2059,positive
9178,negative
1647,neutral
10778,neutral
5967,neutral
13286,positive
5845,positive
15793,negative
10067,negative
8368,negative
9525,positive
3742,positive
10365,positive
647,positive
5716,neutral
10907,neutral
3307,neutral
9051,positive
13153,positive
17082,positive
10659,positive
13066,positive
10451,positive
1003,neutral
6277,positive
16869,positive
11900,neutral
557,positive
14735,positive
12996,positive
8057,neutral
7205,positive
14683,positive
12968,positive
8968,positive
4906,positive
7739,positive
8852,negative
5122,neutral
4180,positive
3445,neutral
1181,positive
14846,positive
8317,negative
2452,neutral
15111,positive
13373,negative
16591,neutral
16320,neutral
7198,neutral
9447,positive
13946,positive
15613,positive
4855,neutral
1907,neutral
7460,positive
10595,positive
11611,positive
7531,positive
500,neutral
6577,neutral
16928,positive
4495,neutral
10343,negative
1848,positive
10776,positive
4094,positive
6750,neutral
12055,positive
15634,positive
6258,neutral
392,neutral
1160,neutral
16447,positive
9521,neutral
14617,neutral
6835,positive
5709,negative
3349,neutral
16428,positive
12705,positive
6894,positive
10442,positive
11642,neutral
2124,negative
355,neutral
11626,positive
3554,negative
3983,neutral
7220,neutral
2732,neutral
4748,positive
4287,neutral
7835,positive
8582,neutral
1490,positive
6388,positive
4226,positive
6540,neutral
13049,positive
13968,positive
10551,positive
1322,neutral
690,neutral
15446,positive
761,neutral
3448,positive
10461,neutral
11017,positive
16758,positive
12886,positive
11597,positive
7394,positive
11800,neutral
9183,positive
10489,positive
2391,neutral
5526,neutral
5210,positive
303,negative
10232,positive
3265,positive
325,positive
3326,positive
7894,positive
1961,negative
15837,positive
17300,positive
10395,neutral
12776,neutral
11922,positive
324,positive
3460,neutral
6752,neutral
6415,negative
2258,neutral
14646,positive
10667,negative
1361,positive
256,positive
1645,positive
402,neutral
14554,positive
8629,negative
3429,neutral
992,positive
1433,neutral
10181,neutral
5892,neutral
12989,neutral
14013,neutral
10615,positive
1998,positive
1813,negative
9775,positive
8243,positive
7997,negative
4256,positive
5128,positive
10164,positive
5771,neutral
15334,positive
6259,neutral
4999,negative
3724,positive
9753,neutral
7228,positive
13790,positive
1234,positive
9586,positive
15521,neutral
5813,positive
9029,positive
7945,positive
4457,positive
1227,neutral
520,neutral
12544,positive
16619,neutral
1207,neutral
13297,positive
7994,neutral
1900,neutral
8713,neutral
6476,negative
12093,positive
16957,positive
4566,neutral
4400,neutral
5005,negative
16654,positive
2262,positive
7570,neutral
2683,positive
16913,positive
8098,positive
9958,positive
13071,positive
16013,positive
8257,positive
1549,neutral
8168,negative
1852,negative
1473,neutral
2805,positive
7990,positive
6468,positive
14416,neutral
1708,neutral
14180,neutral
4318,positive
7206,positive
6512,positive
1872,neutral
11801,positive
1601,neutral
2157,positive
16933,positive
2566,neutral
15179,positive
2229,positive
9720,neutral
13906,neutral
3224,positive
7567,negative
7988,positive
10929,negative
8088,neutral
15725,positive
16812,positive
13759,positive
2892,neutral
10337,neutral
4718,negative
8067,positive
10191,positive
14396,positive
2291,positive
5617,positive
11463,neutral
7897,positive
4061,positive
15570,positive
3453,neutral
1230,neutral
1159,positive
5523,neutral
15704,neutral
5923,positive
12762,positive
8386,positive
16854,neutral
614,positive
11748,positive
14488,positive
438,neutral
10668,neutral
7903,positive
1581,positive
5383,positive
3561,neutral
9894,positive
2314,neutral
10581,positive
6630,neutral
12410,positive
12684,positive
11698,neutral
14292,positive
4535,neutral
8048,positive
14558,negative
16078,positive
10300,neutral
12665,positive
5045,neutral
5681,neutral
8774,negative
1151,neutral
2750,neutral
6475,neutral
2659,positive
5552,neutral
4037,positive
3517,neutral
13422,positive
1143,neutral
4417,positive
4711,neutral
90,neutral
4568,neutral
13720,positive
1158,neutral
4354,neutral
2918,neutral
9784,positive
13137,positive
5330,negative
2819,negative
8040,positive
4280,positive
786,neutral
11685,neutral
16675,positive
6619,negative
1499,neutral
5550,positive
2473,positive
12516,neutral
15715,neutral
7151,positive
4735,positive
1154,positive
1106,negative
5812,neutral
3045,positive
10520,neutral
8391,positive
6471,positive
9367,positive
14852,positive
5385,neutral
9384,positive
12400,positive
6377,positive
5203,negative
11873,positive
15306,neutral
9846,positive
4551,positive
3735,neutral
13978,positive
16735,neutral
6287,negative
13588,positive
8266,positive
15140,positive
9537,neutral
8646,positive
7529,neutral
13538,positive
12345,positive
2197,positive
5393,positive
14356,positive
8343,neutral
15597,positive
1063,positive
13890,positive
16361,neutral
12016,positive
14042,positive
11805,neutral
11053,positive
11862,neutral
6320,positive
7144,neutral
3493,positive
9733,positive
16294,positive
9735,positive
9246,positive
4763,neutral
10824,positive
15497,positive
16130,positive
13921,positive
9554,positive
5695,positive
1018,neutral
15923,positive
11716,neutral
8534,neutral
13019,positive
6855,positive
242,neutral
4761,negative
12017,neutral
6306,positive
16233,positive
8474,positive
365,positive
12138,positive
5600,positive
1572,neutral
8174,negative
8181,neutral
8671,neutral
15755,positive
7184,positive
7599,negative
1241,neutral
16231,neutral
9006,neutral
8413,positive
15017,neutral
9267,neutral
1883,neutral
5803,neutral
6228,neutral
10990,positive
6246,negative
9664,positive
12985,positive
3082,positive
3167,neutral
5919,neutral
6567,neutral
7635,positive
6866,positive
4901,neutral
142,neutral
5365,positive
2121,positive
502,neutral
5396,positive
14640,neutral
8175,neutral
6547,neutral
9155,neutral
2768,negative
2048,neutral
10209,neutral
10698,positive
203,negative
15411,positive
4294,positive
15478,positive
13775,positive
12658,positive
612,positive
3833,positive
877,positive
8721,positive
10172,positive
2243,positive
14110,neutral
2001,positive
943,neutral
1844,neutral
10731,neutral
14376,neutral
15071,positive
16495,neutral
15463,positive
16656,positive
10968,positive
13568,positive
12950,positive
8913,positive
14232,neutral
6099,positive
15635,neutral
10425,neutral
4097,positive
1537,neutral
10280,neutral
12813,positive
4973,neutral
13232,positive
14445,positive
6452,positive
12482,positive
2771,positive
4796,negative
1764,positive
955,neutral
5983,positive
3753,neutral
2656,positive
1555,neutral
707,neutral
5520,neutral
1116,neutral
1691,positive
11010,neutral
14362,neutral
10625,positive
13888,positive
8069,positive
3178,positive
1414,positive
13112,positive
6303,negative
9045,positive
13438,positive
12770,positive
11092,positive
8772,positive
7396,neutral
3562,neutral
13172,neutral
7068,neutral
7470,neutral
8374,neutral
14570,positive
13036,positive
6375,neutral
4397,positive
6667,positive
5913,neutral
17069,positive
1100,positive
799,neutral
6847,positive
8127,positive
15363,neutral
1802,neutral
11495,neutral
10736,positive
1105,neutral
5282,negative
3755,neutral
4970,neutral
16808,neutral
13440,positive
11563,positive
14739,neutral
5516,neutral
10847,positive
8763,negative
7892,neutral
17238,positive
13098,neutral
9041,positive
13885,positive
2295,positive
6861,positive
3385,negative
15300,neutral
9979,positive
587,positive
3126,negative
15453,positive
3760,negative
7595,neutral
7747,neutral
8388,neutral
1546,positive
6252,positive
10293,neutral
5341,neutral
8518,neutral
10186,negative
11620,neutral
10571,neutral
1638,positive
15887,positive
8551,neutral
413,neutral
10087,positive
7132,positive
698,positive
5342,neutral
13471,neutral
9599,negative
6856,neutral
15346,neutral
14371,positive
11534,positive
14649,negative
4072,positive
8929,positive
548,positive
15464,positive
14191,positive
15912,positive
15215,neutral
6774,negative
8077,neutral
13681,positive
8611,positive
14938,positive
14422,positive
7618,positive
10533,positive
13764,neutral
15146,positive
4227,positive
11786,positive
7439,neutral
10128,positive
11317,positive
6054,neutral
6820,negative
6146,positive
7872,positive
11734,neutral
6380,positive
3701,neutral
10750,neutral
4304,positive
3415,positive
15090,neutral
6460,neutral
17130,positive
14486,positive
12313,positive
15059,positive
4328,positive
10218,neutral
10828,neutral
1542,positive
16228,positive
17233,neutral
12609,positive
5854,neutral
4307,positive
7069,positive
7128,positive
14238,neutral
13069,positive
7613,positive
7717,neutral
10554,positive
15685,positive
8810,positive
6811,positive
5318,neutral
14458,positive
6732,positive
6058,neutral
9916,neutral
3748,positive
11397,positive
14729,neutral
2116,negative
17325,positive
12161,positive
16038,negative
5556,positive
11785,neutral
1485,positive
11380,neutral
8162,positive
13073,neutral
2570,neutral
2845,neutral
1246,neutral
12864,neutral
13424,positive
454,positive
1260,negative
13612,neutral
9859,positive
4182,positive
6612,positive
8008,positive
15447,positive
13603,positive
4634,neutral
1637,positive
81,neutral
2342,neutral
7846,positive
7167,positive
1366,neutral
508,neutral
15764,positive
12533,positive
8469,neutral
16892,positive
165,neutral
747,neutral
14911,neutral
11209,positive
5951,negative
8134,neutral
8719,positive
3492,positive
15754,neutral
4491,negative
7661,neutral
3623,neutral
14996,positive
960,neutral
15520,positive
15459,positive
3447,neutral
8678,positive
16311,positive
15964,positive
4293,positive
15034,neutral
15120,positive
15439,positive
10547,positive
5007,positive
15312,negative
15314,positive
4789,neutral
2337,positive
16391,positive
15890,neutral
7631,positive
11845,positive
7395,positive
16287,positive
2745,neutral
1070,neutral
16707,positive
17210,neutral
10053,negative
581,neutral
6384,negative
837,neutral
7348,positive
7057,neutral
13793,positive
10333,positive
4538,neutral
7099,neutral
4158,positive
5410,positive
1978,neutral
15028,positive
7023,neutral
5119,neutral
17199,neutral
2017,neutral
2804,negative
10290,positive
16790,neutral
9233,neutral
9078,positive
7571,positive
11730,neutral
3642,positive
15079,positive
6368,neutral
5444,positive
9160,positive
1559,neutral
4557,neutral
10650,positive
11329,neutral
16103,positive
2284,positive
10281,positive
2488,positive
12195,positive
5055,positive
15647,positive
12233,neutral
7097,negative
13294,positive
7980,positive
12160,positive
3011,positive
301,positive
17324,negative
13869,neutral
490,positive
9162,positive
3721,neutral
7898,positive
5209,positive
6249,positive
3509,neutral
1742,negative
9342,neutral
8063,negative
6348,positive
4306,positive
8660,negative
13314,neutral
9345,neutral
15305,positive
2307,neutral
6185,neutral
15051,positive
10589,positive
2628,positive
5993,negative
15965,positive
13355,positive
12464,positive
2508,positive
1255,neutral
8654,positive
16938,positive
15000,positive
1104,negative
11233,positive
13502,positive
15587,positive
16389,positive
11039,positive
10593,neutral
16744,positive
354,neutral
6535,positive
15107,positive
12094,positive
16708,neutral
534,positive
6199,neutral
3436,positive
11580,neutral
1446,neutral
307,positive
6912,positive
582,positive
7458,neutral
9964,neutral
4714,neutral
6153,neutral
1,neutral
15648,neutral
9862,positive
3650,negative
182,positive
4479,neutral
2075,positive
191,neutral
832,neutral
8154,neutral
13473,neutral
8122,neutral
1556,neutral
362,negative
5004,positive
1115,positive
4649,neutral
14705,positive
